 CROCUS    8874  9999     1    2018_01_25
*-----   MUV & SAV Crocus Reference Table
*-----      From run 8949 taken 2018, 42 bursts 
*-----
*-----      Jurgen Engelfried, 26 July 2018
*-----                                                                
*-----     NCR  Unit    J  K    ix  iy   HITS-J   HITS-K     diff     
            15  3115   10 26    15   0   328858   306264    22594.     796.9      28.4
            15  3115   11 27    15   0  2137731   262073  1875658.    1549.1    1210.8
            15  3115   12 28    15   0   358436   349395     9041.     841.3      10.7
            15  3115   13 29    15   0   305074   321227   -16153.     791.4     -20.4
            15  3115   14 30    15   0   492008   451462    40546.     971.3      41.7
            15  3115   15 31    15   0   395509   421282   -25773.     903.8     -28.5
 
 >>Cream    16  3116    0 16    16   0   288021        0   288021.     536.7     536.7
            16  3116    1 17    16   0        0        0        0.       0.0       0.0
            16  3116    2 18    16   0   241050        0   241050.     491.0     491.0
            16  3116    3 19    16   0        0        0        0.       0.0       0.0
            16  3116    4 20    16   0   351462        0   351462.     592.8     592.8
            16  3116    5 21    16   0        0        0        0.       0.0       0.0
            16  3116    6 22    16   0  2499115        0  2499115.    1580.9    1580.9
            16  3116    7 23    16   0        0        0        0.       0.0       0.0
            16  3116    8 24    16   0  2916620        0  2916620.    1707.8    1707.8
            16  3116    9 25    16   0        0        0        0.       0.0       0.0
            16  3116   10 26    16   0   880923        0   880923.     938.6     938.6
            16  3116   11 27    16   0        0        0        0.       0.0       0.0
            16  3116   12 28    16   0  1286517        0  1286517.    1134.2    1134.2
            16  3116   13 29    16   0        0        0        0.       0.0       0.0
            16  3116   14 30    16   0   818964        0   818964.     905.0     905.0
            16  3116   15 31    16   0        0        0        0.       0.0       0.0
CROCEND
