  CROCUS    3790  3820     1    2018_01_25
*-----         LKr Crocus Reference Table
*-----      From run 3809 taken 2017_08_21, 50 bursts from 101-161 
*-----
*-----      Jurgen Engelfried, 29 November 2018
*-----                                                                
*-----     NCR  Unit    J  K    ix  iy   HITS-J   HITS-K     diff     
           156  1104   14 30    37  25     2712     3487     -775.      78.7      -9.8
           156  1104   15 31    37  24     2340     3088     -748.      73.7     -10.2
 
 >>Cream   157  1108    0 16    36  23     2480     2386       94.      69.8       1.3
           157  1108    1 17    36  22     2474     2596     -122.      71.2      -1.7
           157  1108    2 18    36  21     2606     2330      276.      70.3       3.9
           157  1108    3 19    36  20     2551     2451      100.      70.7       1.4
           157  1108    4 20    36  19     2993     2298      695.      72.7       9.6
           157  1108    5 21    36  18     1922     2120     -198.      63.6      -3.1
           157  1108    6 22    36  17     2072     2561     -489.      68.1      -7.2
           157  1108    7 23    36  16     1564     1779     -215.      57.8      -3.7
           157  1108    8 24    37  23     2824     2769       55.      74.8       0.7
           157  1108    9 25    37  22     2571     7503    -4932.     100.4     -49.1
           157  1108   10 26    37  21     2334     2872     -538.      72.2      -7.5
           157  1108   11 27    37  20     3578     3211      367.      82.4       4.5
           157  1108   12 28    37  19     2458     2079      379.      67.4       5.6
           157  1108   13 29    37  18     2867     2268      599.      71.7       8.4
           157  1108   14 30    37  17     1910     2104     -194.      63.4      -3.1
           157  1108   15 31    37  16     1507     1972     -465.      59.0      -7.9
 
 >>Cream   158  1114    0 16    36  15     2349     1696      653.      63.6      10.3
           158  1114    1 17    36  14     1587     2059     -472.      60.4      -7.8
           158  1114    2 18    36  13     1515     1450       65.      54.5       1.2
           158  1114    3 19    36  12     1998     1692      306.      60.7       5.0
           158  1114    4 20    36  11     1106     1378     -272.      49.8      -5.5
           158  1114    5 21    36  10      904     1123     -219.      45.0      -4.9
           158  1114    6 22    36   9      926     1079     -153.      44.8      -3.4
           158  1114    7 23    36   8      857     1801     -944.      51.6     -18.3
           158  1114    8 24    37  15     1330     1696     -366.      55.0      -6.7
           158  1114    9 25    37  14     1492     1468       24.      54.4       0.4
           158  1114   10 26    37  13     1308     2069     -761.      58.1     -13.1
           158  1114   11 27    37  12     1803     1599      204.      58.3       3.5
           158  1114   12 28    37  11     1803     3562    -1759.      73.2     -24.0
           158  1114   13 29    37  10     1052     1646     -594.      51.9     -11.4
           158  1114   14 30    37   9     1013     1027      -14.      45.2      -0.3
           158  1114   15 31    37   8     2576      755     1821.      57.7      31.6
 
 >>Cream   159  1118    0 16    36   7       23      954     -931.      31.3     -29.8
           159  1118    1 17    36   6     1594      900      694.      49.9      13.9
           159  1118    2 18    36   5      675      989     -314.      40.8      -7.7
           159  1118    3 19    36   4      507      895     -388.      37.4     -10.4
           159  1118    4 20    36   3      728      620      108.      36.7       2.9
           159  1118    5 21    36   2     1634    51729   -50095.     231.0    -216.9
           159  1118    6 22    36   1        0      420     -420.      20.5     -20.5
           159  1118    7 23    36   0        0    39312   -39312.     198.3    -198.3
           159  1118    8 24    37   7     1968      960     1008.      54.1      18.6
           159  1118    9 25    37   6      811      834      -23.      40.6      -0.6
           159  1118   10 26    37   5      640     1803    -1163.      49.4     -23.5
           159  1118   11 27    37   4     1302      730      572.      45.1      12.7
           159  1118   12 28    37   3      881      702      179.      39.8       4.5
           159  1118   13 29    37   2     1186      481      705.      40.8      17.3
           159  1118   14 30    37   1     5277      498     4779.      76.0      62.9
           159  1118   15 31    37   0        0    17541   -17541.     132.4    -132.4
 
 >>Cream   160   805    0 16    40 127    12173     7005     5168.     138.5      37.3
           160   805    1 17    40 126     2774     1104     1670.      62.3      26.8
           160   805    2 18    40 125      784      564      220.      36.7       6.0
           160   805    3 19    40 124     3150      667     2483.      61.8      40.2
           160   805    4 20    40 123      690      994     -304.      41.0      -7.4
           160   805    5 21    40 122      799      807       -8.      40.1      -0.2
           160   805    6 22    40 121      969      961        8.      43.9       0.2
           160   805    7 23    40 120      840     1076     -236.      43.8      -5.4
           160   805    8 24    41 127    12243     6275     5968.     136.1      43.9
           160   805    9 25    41 126     1033      742      291.      42.1       6.9
           160   805   10 26    41 125     1457      477      980.      44.0      22.3
           160   805   11 27    41 124     1144      705      439.      43.0      10.2
           160   805   12 28    41 123     1555     2471     -916.      63.5     -14.4
           160   805   13 29    41 122      979     1156     -177.      46.2      -3.8
           160   805   14 30    41 121     1011     8495    -7484.      97.5     -76.8
           160   805   15 31    41 120     1027     1153     -126.      46.7      -2.7
 
 >>Cream   161   809    0 16    40 119     1283     1114      169.      49.0       3.5
           161   809    1 17    40 118     1346     1121      225.      49.7       4.5
           161   809    2 18    40 117     1098     1313     -215.      49.1      -4.4
           161   809    3 19    40 116      973     2011    -1038.      54.6     -19.0
           161   809    4 20    40 115     1262     1462     -200.      52.2      -3.8
           161   809    5 21    40 114     1407     1764     -357.      56.3      -6.3
           161   809    6 22    40 113     1801     2534     -733.      65.8     -11.1
           161   809    7 23    40 112     1594     2177     -583.      61.4      -9.5
           161   809    8 24    41 119     1580     1039      541.      51.2      10.6
           161   809    9 25    41 118      928     1281     -353.      47.0      -7.5
           161   809   10 26    41 117     1622     2118     -496.      61.2      -8.1
           161   809   11 27    41 116     1631     1661      -30.      57.4      -0.5
           161   809   12 28    41 115     8925     2465     6460.     106.7      60.5
           161   809   13 29    41 114     2000     1733      267.      61.1       4.4
           161   809   14 30    41 113     2328     1853      475.      64.7       7.3
           161   809   15 31    41 112     2029     1979       50.      63.3       0.8
 
 >>Cream   162   815    0 16    40 111     2106     2068       38.      64.6       0.6
           162   815    1 17    40 110     2371     2238      133.      67.9       2.0
           162   815    2 18    40 109     2641     2327      314.      70.5       4.5
           162   815    3 19    40 108     2463     3501    -1038.      77.2     -13.4
           162   815    4 20    40 107     2379     2864     -485.      72.4      -6.7
           162   815    5 21    40 106     2504     3102     -598.      74.9      -8.0
           162   815    6 22    40 105     2984     3371     -387.      79.7      -4.9
           162   815    7 23    40 104     4067     2807     1260.      82.9      15.2
           162   815    8 24    41 111     2443     2333      110.      69.1       1.6
           162   815    9 25    41 110     2453     3188     -735.      75.1      -9.8
           162   815   10 26    41 109     2779     2478      301.      72.5       4.2
           162   815   11 27    41 108     2777     3086     -309.      76.6      -4.0
           162   815   12 28    41 107     3022     3019        3.      77.7       0.0
           162   815   13 29    41 106     3140     3269     -129.      80.1      -1.6
           162   815   14 30    41 105     3053     3634     -581.      81.8      -7.1
           162   815   15 31    41 104     2825     3367     -542.      78.7      -6.9
 
 >>Cream   163   819    0 16    40 103     3059     2980       79.      77.7       1.0
           163   819    1 17    40 102     3050     3300     -250.      79.7      -3.1
           163   819    2 18    40 101     3749     3463      286.      84.9       3.4
           163   819    3 19    40 100     3242     3576     -334.      82.6      -4.0
           163   819    4 20    40  99     4790     3875      915.      93.1       9.8
           163   819    5 21    40  98     4179     3923      256.      90.0       2.8
           163   819    6 22    40  97     4695     4305      390.      94.9       4.1
           163   819    7 23    40  96     6485     4146     2339.     103.1      22.7
           163   819    8 24    41 103     3463     3463        0.      83.2       0.0
           163   819    9 25    41 102     3592     3963     -371.      86.9      -4.3
           163   819   10 26    41 101     3713     4201     -488.      89.0      -5.5
           163   819   11 27    41 100     3965     5000    -1035.      94.7     -10.9
           163   819   12 28    41  99     4174     4060      114.      90.7       1.3
           163   819   13 29    41  98     3795     4078     -283.      88.7      -3.2
           163   819   14 30    41  97     4312     4441     -129.      93.6      -1.4
           163   819   15 31    41  96     4806     4544      262.      96.7       2.7
 
 >>Cream   164   905    0 16    40  95     4782     4537      245.      96.5       2.5
           164   905    1 17    40  94     5100     5476     -376.     102.8      -3.7
           164   905    2 18    40  93     4446     5093     -647.      97.7      -6.6
           164   905    3 19    40  92     5559     5821     -262.     106.7      -2.5
           164   905    4 20    40  91     6924     8464    -1540.     124.0     -12.4
           164   905    5 21    40  90     5985     6863     -878.     113.3      -7.7
           164   905    6 22    40  89     6521     6980     -459.     116.2      -4.0
           164   905    7 23    40  88     7051     8522    -1471.     124.8     -11.8
           164   905    8 24    41  95     4874     5039     -165.      99.6      -1.7
           164   905    9 25    41  94     6181     5767      414.     109.3       3.8
           164   905   10 26    41  93     4971     5538     -567.     102.5      -5.5
           164   905   11 27    41  92     5805     6161     -356.     109.4      -3.3
           164   905   12 28    41  91     6657     7308     -651.     118.2      -5.5
           164   905   13 29    41  90     6621     7082     -461.     117.1      -3.9
           164   905   14 30    41  89     6700     7042     -342.     117.2      -2.9
           164   905   15 31    41  88     7887     7921      -34.     125.7      -0.3
 
 >>Cream   165   909    0 16    40  87     8389     8109      280.     128.4       2.2
           165   909    1 17    40  86     8883     8959      -76.     133.6      -0.6
           165   909    2 18    40  85     9180     8816      364.     134.1       2.7
           165   909    3 19    40  84     9695    10289     -594.     141.4      -4.2
           165   909    4 20    40  83     9531     9660     -129.     138.5      -0.9
           165   909    5 21    40  82    10309    11795    -1486.     148.7     -10.0
           165   909    6 22    40  81    11042    12654    -1612.     153.9     -10.5
           165   909    7 23    40  80    11311    12995    -1684.     155.9     -10.8
           165   909    8 24    41  87     8409     9306     -897.     133.1      -6.7
           165   909    9 25    41  86     8327     9038     -711.     131.8      -5.4
           165   909   10 26    41  85     9038     9419     -381.     135.9      -2.8
           165   909   11 27    41  84    10002     9946       56.     141.2       0.4
           165   909   12 28    41  83    10827    11435     -608.     149.2      -4.1
           165   909   13 29    41  82    10807    11763     -956.     150.2      -6.4
           165   909   14 30    41  81    12079    12322     -243.     156.2      -1.6
           165   909   15 31    41  80    12346    12650     -304.     158.1      -1.9
 
 >>Cream   166   915    0 16    40  79    14936    13892     1044.     169.8       6.1
           166   915    1 17    40  78    13536    14916    -1380.     168.7      -8.2
           166   915    2 18    40  77    14229    16295    -2066.     174.7     -11.8
           166   915    3 19    40  76    15765    15961     -196.     178.1      -1.1
           166   915    4 20    40  75    16090    17830    -1740.     184.2      -9.4
           166   915    5 21    40  74    15085    17903    -2818.     181.6     -15.5
           166   915    6 22    40  73    15291    20116    -4825.     188.2     -25.6
           166   915    7 23    40  72    18273    19670    -1397.     194.8      -7.2
           166   915    8 24    41  79    14745    16077    -1332.     175.6      -7.6
           166   915    9 25    41  78    13875    15848    -1973.     172.4     -11.4
           166   915   10 26    41  77    14663    17052    -2389.     178.1     -13.4
           166   915   11 27    41  76    15641    18542    -2901.     184.9     -15.7
           166   915   12 28    41  75    16360    18442    -2082.     186.6     -11.2
           166   915   13 29    41  74    16779    19803    -3024.     191.3     -15.8
           166   915   14 30    41  73    17713    22534    -4821.     200.6     -24.0
           166   915   15 31    41  72    17942    21338    -3396.     198.2     -17.1
 
 >>Cream   167   919    0 16    40  71    18485    20325    -1840.     197.0      -9.3
           167   919    1 17    40  70    18543    23833    -5290.     205.9     -25.7
           167   919    2 18    40  69    18782    23081    -4299.     204.6     -21.0
           167   919    3 19    40  68    20711    22631    -1920.     208.2      -9.2
           167   919    4 20    40  67    19890    28558    -8668.     220.1     -39.4
           167   919    5 21    40  66    20549    26524    -5975.     217.0     -27.5
           167   919    6 22    40  65    21592    26050    -4458.     218.3     -20.4
           167   919    7 23    40  64    21456    25567    -4111.     216.8     -19.0
           167   919    8 24    41  71    20849    21187     -338.     205.0      -1.6
           167   919    9 25    41  70    20202    21274    -1072.     203.7      -5.3
