CHAPEDES  7000  7999     1    2017_11_18
   10   73    0   399.11    2.64
   11   73    0   399.52    2.89
   12   73    0   397.62    2.33
   13   73    0   397.40    2.11
   14   73    0   394.59    2.79
   15   73    0   405.08    2.81
   16   73    0   400.60    3.13
   17   73    0   401.84    2.41
   18   73    0   386.33    2.03
   19   73    0   400.86    2.11
   20   73    0   400.58    2.66
   21   73    0   402.26    2.73
   22   73    0   399.78    2.10
   23   73    0   400.43    2.03
   24   73    0   398.53    2.20
   25   73    0   398.90    2.08
   26   73    0   398.42    2.10
   27   73    0   401.09    2.10
   28   73    0   399.82    2.17
   29   73    0   402.32    2.20
   30   73    0   396.90    2.16
   31   73    0   402.71    1.98
   32   73    0   402.63    2.24
   33   73    0   403.90    2.06
   34   73    0   399.52    2.24
   35   73    0   399.93    2.25
   36   73    0   404.22    2.08
   37   73    0   402.75    2.14
   38   73    0   401.83    2.11
   39   73    0   396.96    2.09
   40   73    0   399.54    2.17
   41   73    0   404.46    2.16
   42   73    0   399.97    2.29
   43   73    0   398.62    2.39
   44   73    0   397.03    2.32
   45   73    0   399.81    2.32
   46   73    0   398.97    2.31
   47   73    0   395.18    2.26
   48   73    0   400.59    2.50
   49   73    0   399.06    2.21
   50   73    0   399.46    2.17
   51   73    0   403.06    2.52
   52   73    0   398.89    2.41
   53   73    0   395.18    2.38
   54   73    0   402.66    2.34
   55   73    0   399.36    2.49
   56   73    0   398.41    5.21
   57   73    0   400.85    2.40
   58   73    0   404.37    2.27
   59   73    0   400.25    2.54
   60   73    0   399.56    2.59
   61   73    0   399.68    2.48
   62   73    0   401.57    2.57
   63   73    0   400.28    2.70
   64   73    0   399.56    2.78
   65   73    0   402.53    2.78
   66   73    0   400.84    2.65
   67   73    0   402.20    2.71
   68   73    0   401.73    2.78
   69   73    0   401.32    2.69
   70   73    0   401.55    2.64
   71   73    0   401.97    2.55
   72   73    0   400.10    2.49
   73   73    0   401.74    2.68
   74   73    0   401.42    2.50
   75   73    0   399.50    3.35
   76   73    0   400.76    3.07
   77   73    0   402.96    2.92
   78   73    0   400.79    3.24
   79   73    0   399.76    2.33
   80   73    0   399.46    2.35
   81   73    0   398.13    2.12
   82   73    0   400.07    2.57
   83   73    0   404.02    2.24
   84   73    0   400.88    2.24
   85   73    0   395.20    2.43
   86   73    0   397.24    2.48
   87   73    0   392.91    2.24
   88   73    0   400.50    2.82
   89   73    0   401.30    2.46
   90   73    0   395.85    2.23
   91   73    0   394.79    2.76
   92   73    0   400.97    2.19
   93   73    0   399.98    2.50
   94   73    0   400.75    2.69
   95   73    0   401.84    4.20
   96   73    0   399.82    2.20
   97   73    0   402.21    2.16
   98   73    0   433.69    2.10
   99   73    0   397.57    2.16
  100   73    0   403.33    2.25
  101   73    0   402.74    2.07
  102   73    0   403.55    2.10
  103   73    0   403.81    2.18
  104   73    0   399.57    2.21
  105   73    0   402.18    2.13
  106   73    0   401.50    2.22
  107   73    0   400.39    2.14
  108   73    0   402.35    2.13
  109   73    0   401.52    2.31
  110   73    0   399.97    2.21
  111   73    0   402.55    2.09
  112   73    0   403.90    2.13
  113   73    0   403.40    2.02
  114   73    0   399.81    2.10
  115   73    0   399.95    2.06
  116   73    0   400.80    2.15
  117   73    0   399.28    2.18
  118   73    0   402.69    2.21
  119   73    0   399.98    2.20
  120   73    0   401.11    2.10
  121   73    0   403.32    2.03
  122   73    0   401.79    2.07
  123   73    0   401.17    2.06
  124   73    0   388.45    2.21
  125   73    0   401.21    2.14
  126   73    0   403.54    1.98
  127   73   99     0.00    0.00
    0   74   99     0.00    0.00
    1   74    0   400.56    2.89
    2   74    0   401.59    2.34
    3   74    0   402.36    2.34
    4   74    0   401.94    2.04
    5   74    0   399.55    2.88
    6   74    0   401.74    2.07
    7   74    0   401.79    2.07
    8   74    0   408.42    2.73
    9   74    0   399.57    2.90
   10   74    0   398.07    2.57
   11   74    2   400.26    1.25
   12   74    0   402.39    2.31
   13   74    0   397.34    2.17
   14   74    0   396.98    2.84
   15   74    0   394.89    2.26
   16   74    0   402.16    2.54
   17   74    0   411.13    2.40
   18   74    0   400.83    2.09
   19   74    0   401.56    2.11
   20   74    0   399.46    2.72
   21   74    0   401.09    2.71
   22   74    0   400.54    2.24
   23   74    0   401.76    2.10
   24   74    0   400.36    2.09
   25   74    0   400.14    2.13
   26   74    0   398.81    2.16
   27   74    0   399.22    2.21
   28   74    0   401.85    2.13
   29   74    0   398.78    2.13
   30   74    0   401.79    2.08
   31   74    0   401.89    2.11
   32   74    0   399.05    2.20
   33   74    0   396.20    2.23
   34   74    0   402.56    2.14
   35   74    0   401.29    2.25
   36   74    0   406.21    2.34
   37   74    0   400.48    2.17
   38   74    0   386.89    2.06
   39   74    0   400.37    2.30
   40   74    0   400.26    2.25
   41   74    0   400.66    2.23
   42   74    0   398.41    2.24
   43   74    0   401.96    2.21
   44   74    0   396.13    2.17
   45   74    0   404.94    2.05
   46   74    0   400.65    2.36
   47   74    0   398.97    2.33
   48   74    0   402.60    2.35
   49   74    0   404.77    2.36
   50   74    0   409.32    2.16
   51   74    0   399.63    2.18
   52   74    0   397.51    2.19
   53   74    0   402.69    2.42
   54   74    0   403.45    2.49
   55   74    0   402.21    2.56
   56   74    0   397.71    2.52
   57   74    0   400.41    2.44
   58   74    0   401.08    2.45
   59   74    0   398.83    2.55
   60   74    0   401.71    2.41
   61   74    0   399.72    2.53
   62   74    0   407.84    2.43
   63   74    0   407.76    2.62
   64   74    0   403.08    2.56
   65   74    0   398.66    2.58
   66   74    0   398.98    2.58
   67   74    0   401.44    2.50
   68   74    0   394.39    2.70
   69   74    0   400.29    2.45
   70   74    0   393.93    2.52
   71   74    0   400.25    2.90
   72   74    0   401.47    2.55
   73   74    0   401.29    2.82
   74   74    0   400.31    2.33
   75   74    0   397.23    2.51
   76   74    0   400.95    2.56
   77   74    0   400.38    2.32
   78   74    0   404.27    2.38
   79   74    0   400.98    2.28
   80   74    0   398.74    2.49
   81   74    0   400.58    2.76
   82   74    0   402.49    2.71
   83   74    0   408.10    2.16
   84   74    0   400.67    2.22
   85   74    0   401.85    2.70
   86   74    0   399.09    2.54
   87   74    0   401.31    2.23
   88   74    0   398.05    2.65
   89   74    0   399.87    2.63
   90   74    0   398.17    2.09
   91   74    0   399.64    2.68
   92   74    0   399.76    2.32
   93   74    0   400.28    2.82
   94   74    0   400.07    2.23
   95   74    0   394.22    2.70
   96   74    0   408.37    2.21
   97   74    0   403.62    2.56
   98   74    0   402.33    2.47
   99   74    0   401.65    2.07
  100   74    0   400.31    2.18
  101   74    0   399.51    2.23
  102   74    0   399.58    2.10
  103   74    0   398.67    2.16
  104   74    0   403.90    2.23
  105   74    0   398.68    2.22
  106   74    0   402.25    2.09
  107   74    0   400.39    2.16
  108   74    0   400.54    2.15
  109   74    0   402.59    2.13
  110   74    0   398.63    2.04
  111   74    0   401.15    2.12
  112   74    0   403.96    2.14
  113   74    0   400.35    2.28
  114   74    0   399.39    2.16
  115   74    0   402.74    2.09
  116   74    0   400.09    2.28
  117   74    0   399.41    2.13
  118   74    0   399.06    2.07
  119   74    0   399.31    2.17
  120   74    0   400.44    2.03
  121   74    0   399.23    2.08
  122   74    0   402.01    2.10
  123   74    0   399.40    2.06
  124   74    0   402.38    2.27
  125   74    0   397.00    2.11
  126   74    0   398.47    2.05
  127   74   99     0.00    0.00
    0   75   99     0.00    0.00
    1   75    0   401.44    2.46
    2   75    0   400.27    2.32
    3   75    0   401.67    2.45
    4   75    0   398.97    2.08
    5   75    0   402.14    2.60
    6   75    0   397.66    2.24
    7   75    0   400.52    2.05
    8   75    0   401.46    2.61
    9   75    0   398.83    2.38
   10   75    0   398.66    2.46
   11   75    9   402.92    1.28
   12   75    0   396.42    2.16
   13   75    0   399.16    2.19
   14   75    0   400.90    2.64
   15   75    0   400.52    2.97
   16   75    0   399.70    2.76
   17   75    0   399.09    2.47
   18   75    0   401.24    2.20
   19   75    0   403.13    2.12
   20   75    0   399.68    2.65
   21   75    0   401.08    2.24
   22   75    0   398.76    2.14
   23   75    0   399.61    2.20
   24   75    0   401.76    2.16
   25   75    0   397.47    2.14
   26   75    0   399.98    2.17
   27   75    0   400.98    2.23
   28   75    0   402.91    2.03
   29   75    0   399.58    2.10
   30   75    0   395.76    2.25
   31   75    0   400.58    2.16
   32   75    0   398.24    2.08
   33   75    0   398.59    2.24
   34   75    0   399.13    2.10
   35   75    0   400.96    2.17
   36   75    0   401.73    2.23
   37   75    0   402.65    2.31
   38   75    0   400.15    2.17
   39   75    0   401.27    2.12
   40   75    0   399.35    2.28
   41   75    0   402.24    2.21
   42   75    0   400.33    2.22
   43   75    0   401.89    2.21
   44   75    0   401.00    2.24
   45   75    0   402.01    2.29
   46   75    0   397.04    2.28
   47   75    0   401.32    2.33
   48   75    0   406.06    2.43
   49   75    0   424.53    2.31
   50   75    0   400.61    2.18
   51   75    0   399.47    2.35
   52   75    0   399.41    2.45
   53   75    0   399.66    2.34
   54   75    0   398.76    2.36
   55   75    0   400.79    2.39
   56   75    0   396.27    2.87
   57   75    0   397.17    2.44
   58   75    0   400.71    2.43
   59   75    0   398.57    2.62
   60   75    0   398.76    2.45
   61   75    0   403.85    2.53
   62   75    0   400.18    2.39
   63   75    0   401.12    2.61
   64   75    0   403.65    2.73
   65   75    0   397.64    2.83
   66   75    0   401.97    2.70
   67   75    0   401.63    2.62
   68   75    0   402.64    2.49
   69   75    0   415.67    2.82
   70   75    0   402.62    2.54
   71   75    0   402.00    2.56
   72   75    0   397.26    2.45
   73   75    0   399.88    2.61
   74   75    0   401.91    2.45
   75   75    0   400.58    2.80
   76   75    0   405.66    2.84
   77   75    0   403.58    2.93
   78   75    0   402.64    3.07
   79   75    0   398.82    2.25
   80   75    0   400.21    2.63
   81   75    0   399.78    2.67
   82   75    0   400.69    2.93
   83   75    0   399.55    2.21
   84   75    0   399.17    2.29
   85   75    0   396.63    2.43
   86   75    0   399.12    2.71
   87   75    0   398.44    2.25
   88   75    0   400.94    2.24
   89   75    0   398.32    2.85
   90   75    0   400.92    2.21
   91   75    0   400.71    3.26
   92   75    0   397.72    2.19
   93   75    0   400.24    2.15
   94   75    0   396.80    2.34
   95   75    0   401.75    2.46
   96   75    0   398.78    2.50
   97   75    0   402.05    2.10
   98   75    0   403.86    2.49
   99   75    0   401.00    2.18
  100   75    0   400.33    2.07
  101   75    0   401.05    2.29
  102   75    0   397.99    2.07
  103   75    0   399.69    2.57
  104   75    0   403.16    2.24
  105   75    0   399.92    2.28
  106   75    0   401.12    2.18
  107   75    0   400.10    2.24
  108   75    0   400.12    2.07
  109   75    0   402.08    2.12
  110   75    0   401.32    2.09
  111   75    0   398.48    2.13
  112   75    0   399.37    2.12
  113   75    0   403.04    2.12
  114   75    0   413.35    2.46
  115   75    0   403.65    2.10
  116   75    0   398.41    2.23
  117   75    0   400.02    2.21
  118   75    0   399.41    2.10
  119   75    0   402.82    2.08
  120   75    0   400.12    2.32
  121   75    0   402.14    2.10
  122   75    0   399.36    2.08
  123   75    0   402.28    2.07
  124   75    0   403.69    2.33
  125   75    0   400.72    2.15
  126   75    0   400.80    2.09
  127   75   99     0.00    0.00
    0   76   99     0.00    0.00
    1   76    0   401.23    2.56
    2   76    0   401.96    2.35
    3   76    0   402.19    2.49
    4   76    0   398.31    2.15
    5   76    0   399.65    2.65
    6   76    0   398.57    2.16
    7   76    0   400.60    2.11
    8   76    0   401.12    2.46
    9   76    0   402.53    2.26
   10   76    0   400.55    2.77
   11   76    0   399.83    2.46
   12   76    0   398.35    2.23
   13   76    4 16383.00    0.00
   14   76    0   398.38    2.66
   15   76    0   401.99    2.62
   16   76    0   400.22    2.90
   17   76    0   412.18    2.79
   18   76    0   402.25    2.07
