CHAPEDES  7000  7999     1    2017_11_18
  103   65    0   400.25    2.03
  104   65    0   401.74    2.22
  105   65    0   403.35    2.15
  106   65    0   402.40    2.16
  107   65    0   395.64    2.18
  108   65    0   401.16    2.18
  109   65    0   398.90    2.11
  110   65    0   400.19    2.13
  111   65    0   404.12    2.86
  112   65    0   401.87    2.07
  113   65    0   398.07    2.22
  114   65    0   398.73    2.20
  115   65    0   400.30    2.17
  116   65    0   401.05    2.23
  117   65    0   402.18    2.17
  118   65    0   401.12    2.26
  119   65    0   402.44    2.25
  120   65    0   402.61    2.10
  121   65    0   401.83    2.31
  122   65    0   400.98    2.11
  123   65    0   398.60    2.04
  124   65    0   400.00    2.11
  125   65    0   400.89    1.97
  126   65    0   397.77    2.10
  127   65   99     0.00    0.00
    0   66   99     0.00    0.00
    1   66    0   400.56    2.32
    2   66    0   399.18    2.06
    3   66    0   400.68    2.42
    4   66    0   402.16    2.23
    5   66    0   401.30    2.06
    6   66    0   398.04    2.14
    7   66    0   402.98    2.09
    8   66    0   400.40    2.58
    9   66    0   397.67    2.61
   10   66    0   400.86    2.57
   11   66    0   398.77    2.19
   12   66    0   397.51    2.09
   13   66    0   399.82    2.79
   14   66    0   399.87    2.09
   15   66    0   402.24    2.04
   16   66    0   399.89    2.20
   17   66    0   401.65    2.55
   18   66    0   400.16    2.90
   19   66    0   394.27    2.91
   20   66    0   399.61    2.43
   21   66    0   402.00    3.24
   22   66    0   400.51    2.13
   23   66    0   401.14    2.08
   24   66    0   400.62    2.11
   25   66    0   395.32    2.10
   26   66    0   397.74    2.13
   27   66    0   397.70    2.13
   28   66    0   398.25    2.02
   29   66    0   398.04    2.14
   30   66    0   394.89    2.12
   31   66    0   401.57    2.01
   32   66    0   400.33    2.24
   33   66    0   403.00    2.32
   34   66    0   402.65    2.21
   35   66    0   405.56    2.03
   36   66    0   396.67    1.92
   37   66    0   399.35    2.23
   38   66    0   419.85    2.22
   39   66    0   404.43    2.11
   40   66    0   403.62    2.24
   41   66    0   399.21    2.31
   42   66    0   407.71    2.42
   43   66    0   401.17    2.14
   44   66    0   374.20    2.34
   45   66    0   400.31    2.34
   46   66    0   401.99    2.42
   47   66    0   402.04    2.32
   48   66    0   400.59    2.32
   49   66    0   404.49    2.54
   50   66    0   398.44    2.53
   51   66    0   402.92    2.38
   52   66    0   381.94    2.71
   53   66    0   402.68    2.56
   54   66    0   403.16    2.70
   55   66    0   403.31    2.68
   56   66    0   400.53    2.90
   57   66    0   399.71    3.16
   58   66    0   398.65    3.13
   59   66   99     0.00    0.00
   60   66   99     0.00    0.00
   61   66   99     0.00    0.00
   62   66   99     0.00    0.00
   63   66   99     0.00    0.00
   64   66   99     0.00    0.00
   65   66   99     0.00    0.00
   66   66   99     0.00    0.00
   67   66   99     0.00    0.00
   68   66   99     0.00    0.00
   69   66    0   385.19    3.20
   70   66    0   399.35    3.05
   71   66    0   401.90    2.88
   72   66    0   402.58    3.16
   73   66    0   400.89    2.91
   74   66    0   402.43    3.03
   75   66    0   399.56    2.76
   76   66    0   401.27    2.68
   77   66    0   398.34    2.57
   78   66    0   400.94    2.56
   79   66    0   405.43    2.35
   80   66    0   401.03    2.69
   81   66    0   399.95    2.68
   82   66    0   400.04    2.64
   83   66    0   397.43    2.73
   84   66    0   399.12    2.60
   85   66    0   364.46    2.26
   86   66    0   400.04    3.32
   87   66    0   398.69    2.39
   88   66    0   399.07    2.24
   89   66    0   401.52    2.20
   90   66    0   400.34    2.41
   91   66    0   403.43    2.76
   92   66    0   400.24    2.05
   93   66    0   399.59    2.20
   94   66    0   398.53    2.85
   95   66    0   398.74    2.12
   96   66    0   398.73    2.75
   97   66    0   402.53    2.18
   98   66    0   399.81    2.38
   99   66    0   399.00    2.10
  100   66    0   401.20    2.13
  101   66    0   407.96    2.07
  102   66    0   399.96    2.00
  103   66    0   401.95    2.31
  104   66    0   399.44    2.18
  105   66    0   403.04    2.18
  106   66    0   399.84    2.13
  107   66    0   400.71    1.99
  108   66    0   399.71    2.41
  109   66    0   397.91    2.82
  110   66    0   400.29    2.29
  111   66    0   398.27    2.12
  112   66    0   392.83    2.10
  113   66    0   400.64    2.11
  114   66    0   397.44    2.22
  115   66    0   399.35    2.08
  116   66    0   400.28    2.29
  117   66    0   399.53    2.21
  118   66    0   397.78    2.15
  119   66    0   402.52    2.18
  120   66    0   399.61    2.11
  121   66    0   401.19    2.14
  122   66    0   397.33    2.09
  123   66    0   397.47    2.07
  124   66    0   398.68    2.09
  125   66    0   399.79    1.99
  126   66    0   399.33    2.21
  127   66   99     0.00    0.00
    0   67   99     0.00    0.00
    1   67    0   399.37    2.73
    2   67    0   395.39    2.25
    3   67    0   401.74    2.50
    4   67    0   400.86    2.13
    5   67    0   400.26    2.09
    6   67    0   404.74    2.19
    7   67    0   398.45    2.25
    8   67    0   400.37    2.52
    9   67    0   408.56    2.43
   10   67    0   397.04    2.59
   11   67    0   401.12    2.30
   12   67    0   397.75    2.26
   13   67    0   399.00    2.25
   14   67    0   401.57    2.46
   15   67    0   399.77    2.08
   16   67    0   402.62    2.63
   17   67    0   402.05    2.14
   18   67    0   401.17    2.70
   19   67    0   406.25    3.13
   20   67    0   400.06    2.85
   21   67    0   402.68    2.33
   22   67    0   408.94    1.97
   23   67    0   397.89    2.16
   24   67    0   402.56    2.20
   25   67    0   402.66    2.20
   26   67    0   404.83    2.03
   27   67    0   400.24    2.14
   28   67    2   400.69    1.26
   29   67    0   406.62    1.91
   30   67    0   399.91    2.15
   31   67    0   399.74    2.16
   32   67    0   404.86    2.13
   33   67    0   403.20    2.25
   34   67    0   401.05    2.21
   35   67    0   410.54    2.20
   36   67    0   399.46    2.36
   37   67    0   402.12    2.25
   38   67    0   401.81    2.28
   39   67    0   403.83    2.18
   40   67    0   394.10    2.13
   41   67    0   402.01    2.35
   42   67    0   404.37    2.58
   43   67    0   401.38    2.28
   44   67    0   404.59    2.51
   45   67    0   381.94    2.31
   46   67    0   400.32    2.45
   47   67    0   393.32    2.34
   48   67    0   399.67    2.43
   49   67    0   402.14    2.46
   50   67    0   403.00    2.51
   51   67    0   397.56    2.54
   52   67    0   397.28    2.22
   53   67    0   401.79    2.73
   54   67    0   396.51    2.74
   55   67    0   405.11    2.64
   56   67    0   401.07    2.57
   57   67    0   398.69    2.53
   58   67    0   397.81    2.99
   59   67    0   398.00    3.14
   60   67   99     0.00    0.00
   61   67   99     0.00    0.00
   62   67   99     0.00    0.00
   63   67   99     0.00    0.00
   64   67   99     0.00    0.00
   65   67   99     0.00    0.00
   66   67   99     0.00    0.00
   67   67   99     0.00    0.00
   68   67    0   400.70    3.00
   69   67    0   400.94    3.12
   70   67    0   398.44    3.12
   71   67    0   401.67    3.42
   72   67    0   401.09    3.19
   73   67    0   401.33    2.94
   74   67    0   398.24    3.76
   75   67    0   390.29    2.62
   76   67    0   400.74    2.59
   77   67    9   402.20    1.44
   78   67    0   399.37    2.55
   79   67    0   399.18    2.51
   80   67    0   398.72    3.29
   81   67    0   398.75    2.73
   82   67    0   400.11    2.63
   83   67    0   396.61    2.94
   84   67    0   399.41    2.37
   85   67    0   401.09    2.32
   86   67    0   400.33    2.85
   87   67    0   398.28    2.77
   88   67    0   400.29    2.30
   89   67    0   398.15    2.21
   90   67    0   399.79    2.28
   91   67    0   402.35    2.86
   92   67    0   401.14    2.31
   93   67    0   397.10    2.22
   94   67    0   401.20    2.36
   95   67    0   399.70    2.22
   96   67    0   398.63    2.17
   97   67    0   401.37    2.15
   98   67    0   398.07    2.11
   99   67    0   399.62    2.20
  100   67    0   401.14    2.24
  101   67    0   400.61    2.41
  102   67    0   401.38    2.12
  103   67    0   401.49    2.18
  104   67    0   415.03    2.12
  105   67    0   407.64    2.25
  106   67    0   399.27    2.31
  107   67    0   401.27    2.18
  108   67    0   400.91    2.38
  109   67    0   398.02    2.49
  110   67    0   400.82    2.05
  111   67    0   419.07    2.08
  112   67    0   399.76    2.16
  113   67    0   399.52    2.26
  114   67    0   402.65    2.12
  115   67    0   399.71    2.15
  116   67    0   400.04    2.12
  117   67    0   400.28    2.21
  118   67    0   405.21    2.22
  119   67    0   401.35    2.18
  120   67    0   401.12    2.12
  121   67    0   401.87    2.11
  122   67    0   403.31    2.10
  123   67    0   404.03    2.07
  124   67    0   400.76    2.13
  125   67    0   401.50    2.17
  126   67    0   402.26    2.17
  127   67   99     0.00    0.00
    0   68   99     0.00    0.00
    1   68    0   401.66    2.41
    2   68    0   400.11    2.04
    3   68    0   402.06    2.68
    4   68    0   397.73    2.18
    5   68    0   398.18    2.05
    6   68    0   399.90    2.14
    7   68    0   400.97    2.21
    8   68    0   396.71    2.93
    9   68    0   399.90    2.56
   10   68    0   399.52    2.74
   11   68    0   400.86    2.19
   12   68    0   398.63    2.11
   13   68    0   401.15    2.38
   14   68    0   397.51    2.05
   15   68    0   403.18    2.17
   16   68    0   397.75    2.78
   17   68    0   399.25    2.70
   18   68    0   400.51    2.95
   19   68    0   398.82    2.58
   20   68    0   400.13    2.42
   21   68    0   396.52    2.62
   22   68    0   401.28    2.24
   23   68    0   400.04    2.18
   24   68    0   397.78    2.15
   25   68    0   397.26    2.15
   26   68    0   401.41    2.16
   27   68    0   399.53    2.11
   28   68    0   397.97    2.08
   29   68    0   400.20    2.06
   30   68    0   400.90    2.07
   31   68    0   406.51    2.16
   32   68    0   398.91    2.50
   33   68    0   400.14    2.31
   34   68    0   402.40    2.16
   35   68    0   403.12    2.25
   36   68    0   398.00    2.27
   37   68    0   392.96    2.13
   38   68    0   406.50    2.34
   39   68    0   389.36    2.20
   40   68    0   406.57    2.25
   41   68    0   400.40    2.27
   42   68    0   398.94    2.20
   43   68    0   400.38    2.40
   44   68    0   403.11    2.38
   45   68    0   401.88    2.35
   46   68    0   397.89    2.26
   47   68    0   399.22    2.33
   48   68    0   403.66    2.40
   49   68    0   402.17    2.44
   50   68    0   400.60    2.42
   51   68    0   401.60    2.36
   52   68    0   402.73    3.08
   53   68    0   402.55    2.49
   54   68    0   399.93    2.69
   55   68    0   401.27    2.72
   56   68    0   396.76    2.63
   57   68    0   398.56    2.74
   58   68    0   403.09    2.61
   59   68    0   400.32    2.85
   60   68    0   399.51    3.12
   61   68   99     0.00    0.00
   62   68   99     0.00    0.00
   63   68   99     0.00    0.00
   64   68   99     0.00    0.00
   65   68   99     0.00    0.00
   66   68   99     0.00    0.00
   67   68    0   398.50    3.23
   68   68    0   389.34    2.95
   69   68    0   402.01    3.03
   70   68    0   396.87    2.96
   71   68    0   405.29    2.79
   72   68    0   399.38    3.48
   73   68    0   380.66    2.95
   74   68    0   407.30    2.97
   75   68    0   402.33    2.74
   76   68    0   403.17    2.74
   77   68    0   401.68    2.51
   78   68    0   400.03    2.50
   79   68    0   388.50    2.48
   80   68    0   400.53    2.82
   81   68    0   399.55    3.14
   82   68    0   409.58    2.79
   83   68    0   399.62    2.71
   84   68    0   400.58    2.58
   85   68    0   400.26    2.25
   86   68    0   401.24    2.86
   87   68    0   396.97    2.93
   88   68    0   402.37    2.20
   89   68    0   398.42    2.23
   90   68    0   399.39    3.00
   91   68    0   399.28    2.80
   92   68    0   400.38    2.15
   93   68    0   399.75    2.02
   94   68    0   398.52    2.85
   95   68    0   404.69    1.97
   96   68    0   398.58    2.26
   97   68    0   397.48    2.16
   98   68    0   400.48    2.16
   99   68    0   395.96    2.03
  100   68    0   403.70    2.22
  101   68    0   402.41    2.37
  102   68    0   399.66    2.05
  103   68    0   399.41    2.12
  104   68    0   402.77    2.50
  105   68    0   401.75    2.11
  106   68    0   405.37    2.32
  107   68    0   397.13    2.55
  108   68    0   401.89    2.23
  109   68    0   400.19    2.14
  110   68    0   400.10    2.20
  111   68    0   398.48    2.08
  112   68    0   402.56    2.11
  113   68    0   399.17    1.89
  114   68    0   403.38    2.84
  115   68    0   397.90    2.02
  116   68    0   406.78    2.15
  117   68    0   401.86    2.15
  118   68    0   422.93    2.33
  119   68    0   401.16    2.23
  120   68    0   399.23    2.13
  121   68    0   397.19    2.18
  122   68    0   406.76    2.16
  123   68    0   401.41    2.16
  124   68    0   401.14    1.94
  125   68    0   401.93    1.76
  126   68    0   399.91    2.17
  127   68   99     0.00    0.00
    0   69   99     0.00    0.00
    1   69    0   400.28    2.72
    2   69    0   396.38    2.02
    3   69    0   398.46    2.50
    4   69    0   399.52    2.10
    5   69    0   399.82    2.10
    6   69    0   389.68    2.14
    7   69    0   399.99    2.03
    8   69    0   399.86    2.34
    9   69    0   399.13    2.78
   10   69    0   402.79    2.23
   11   69    0   401.45    2.18
   12   69    0   401.53    2.16
   13   69    0   401.84    2.20
   14   69    0   400.01    2.10
   15   69    0   399.07    2.15
   16   69    0   391.93    2.37
   17   69    0   401.51    2.44
   18   69    0   403.18    2.89
   19   69    0   401.14    2.75
   20   69    0   400.21    2.47
   21   69    0   403.36    2.88
   22   69    0   398.07    2.17
   23   69    0   393.56    2.19
   24   69    0   400.20    2.06
   25   69    0   401.94    2.15
   26   69    0   399.10    2.22
   27   69    0   400.26    2.12
   28   69    0   397.93    2.15
   29   69    0   397.66    2.09
   30   69    0   400.70    2.14
   31   69    0   399.59    2.14
   32   69    0   408.65    2.71
   33   69    0   404.03    2.21
   34   69    0   398.96    2.21
   35   69    0   399.14    2.15
   36   69    0   398.29    2.51
   37   69    0   401.62    2.19
   38   69    0   403.28    2.21
   39   69    0   402.15    2.13
   40   69    0   402.46    2.26
   41   69    0   404.24    2.30
   42   69    0   403.15    2.26
   43   69    0   404.63    2.42
   44   69    0   379.72    2.29
   45   69    0   395.70    2.30
   46   69    0   403.62    2.35
   47   69    0   400.13    2.36
   48   69    0   399.49    2.36
   49   69    0   403.55    2.73
   50   69    0   399.10    2.37
   51   69    0   402.58    2.41
   52   69    0   398.42    2.69
   53   69    0   401.67    2.40
   54   69    0   372.35    2.83
   55   69    0   402.58    2.51
   56   69    0   403.53    2.73
   57   69    0   404.34    2.75
   58   69    0   401.29    2.67
   59   69    0   399.37    2.66
   60   69    0   394.51    2.59
   61   69    0   399.45    2.71
   62   69    0   399.58    2.77
   63   69    0   402.05    2.88
   64   69    0   378.84    3.00
   65   69    0   398.93    3.19
   66   69    0   399.06    2.95
   67   69    0   402.04    2.94
   68   69    0   401.74    2.84
   69   69    0   390.43    2.90
   70   69    0   395.81    3.03
   71   69    0   398.74    3.05
   72   69    0   405.54    3.26
   73   69    0   401.59    2.73
   74   69    0   395.25    3.29
   75   69    0   396.49    2.57
   76   69    0   400.71    2.50
   77   69    0   406.23    2.63
   78   69    0   403.52    2.42
   79   69    0   394.02    2.31
   80   69    0   397.48    2.48
   81   69    0   396.40    3.36
   82   69    0   399.72    2.75
   83   69    0   401.13    2.37
   84   69    0   401.28    2.49
   85   69    0   399.83    2.23
   86   69    0   412.74    2.28
   87   69    0   401.22    2.88
   88   69    0   401.93    2.36
   89   69    0   398.71    2.24
   90   69    0   399.88    2.35
   91   69    0   399.28    2.28
   92   69    0   400.68    2.23
   93   69    0   399.02    2.21
   94   69    0   396.34    2.53
   95   69    0   401.24    1.92
   96   69    0   398.92    2.48
   97   69    0   399.04    2.08
   98   69    0   397.08    2.06
   99   69    0   398.12    2.18
  100   69    0   398.64    2.15
  101   69    0   403.30    2.18
  102   69    0   402.38    2.03
  103   69    0   398.36    2.17
  104   69    0   405.91    2.17
  105   69    0   399.36    2.02
  106   69    0   400.67    2.18
  107   69    0   402.20    2.16
  108   69    0   400.68    2.36
  109   69    0   398.39    2.22
  110   69    0   399.02    2.12
  111   69    0   399.63    2.06
  112   69    0   398.66    2.10
  113   69    0   399.68    2.12
  114   69    0   397.13    2.14
  115   69    0   399.24    2.12
  116   69    0   398.38    2.19
  117   69    0   400.94    2.15
  118   69    0   399.11    2.17
  119   69    0   400.70    2.14
  120   69    0   401.65    2.12
  121   69    0   399.36    2.21
  122   69    0   399.54    2.09
  123   69    0   401.44    2.07
  124   69    0   398.93    2.14
  125   69    0   400.54    2.09
  126   69    0   399.58    2.03
  127   69   99     0.00    0.00
    0   70   99     0.00    0.00
    1   70    0   401.02    2.54
    2   70    0   400.71    2.11
    3   70    0   400.06    2.63
    4   70    0   398.07    2.24
    5   70    0   398.54    1.94
    6   70    0   400.98    2.22
    7   70    0   402.34    2.20
    8   70    0   400.62    2.55
    9   70    0   401.60    2.47
   10   70    0   406.46    2.42
   11   70    0   398.60    2.11
   12   70    0   405.10    2.10
   13   70    0   403.06    2.60
   14   70    0   399.20    2.12
   15   70    0   402.12    2.08
   16   70    0   400.83    2.55
   17   70    0   398.10    2.34
   18   70    0   400.96    2.27
   19   70    0   399.76    2.54
   20   70    0   400.89    2.50
   21   70    0   401.17    2.37
   22   70    0   395.92    2.20
   23   70    0   402.98    2.10
   24   70    0   398.42    2.09
   25   70    0   417.94    2.18
   26   70    0   396.53    2.19
   27   70    0   401.32    2.15
   28   70    0   398.25    2.07
   29   70    0   397.12    2.18
   30   70    0   397.98    2.12
   31   70    0   401.52    2.17
   32   70    0   398.35    2.29
   33   70    0   402.77    2.31
   34   70    0   403.07    2.12
   35   70    0   402.07    2.35
   36   70    0   399.90    2.22
   37   70    0   397.55    2.15
   38   70    0   400.87    2.20
   39   70    0   402.88    2.20
   40   70    0   399.06    2.26
   41   70    0   400.87    2.28
   42   70    0   398.98    2.35
   43   70    0   396.66    2.22
   44   70    0   400.95    2.34
   45   70    0   399.27    2.39
   46   70    0   397.97    2.34
   47   70    0   400.29    2.28
   48   70    0   403.31    2.28
   49   70    0   391.86    2.40
   50   70    0   401.20    2.57
   51   70    0   403.49    2.40
   52   70    0   400.32    2.47
   53   70    0   402.13    2.55
   54   70    0   403.24    2.60
   55   70    0   401.24    2.58
   56   70    0   399.20    2.71
   57   70    0   400.51    2.72
   58   70    0   399.56    2.51
   59   70    0   404.17    2.73
   60   70    0   402.37    2.59
   61   70    0   402.30    2.77
   62   70    0   398.92    2.73
   63   70    0   402.03    2.61
   64   70    0   402.85    2.87
   65   70    0   398.68    2.95
   66   70    0   399.67    2.83
   67   70    0   401.06    2.91
   68   70    0   391.66    2.85
   69   70    0   397.71    2.78
   70   70    0   394.68    3.07
   71   70    0   377.59    2.46
   72   70    0   401.79    3.52
   73   70    0   394.95    2.97
   74   70    0   402.02    3.24
   75   70    0   401.06    2.87
   76   70    0   399.73    2.63
   77   70    0   397.91    2.24
   78   70    0   400.66    2.39
   79   70    0   398.51    2.39
   80   70    0   400.02    3.11
   81   70    0   397.76    2.81
   82   70    0   400.96    3.26
   83   70    0   401.80    2.80
   84   70    0   390.39    2.79
   85   70    0   397.00    2.29
   86   70    0   397.61    2.63
   87   70    0   394.11    2.82
   88   70    0   400.00    2.35
   89   70    0   399.42    2.22
   90   70    0   402.01    2.71
   91   70    0   400.72    2.81
   92   70    0   382.63    2.34
   93   70    0   399.69    2.21
   94   70    0   401.31    2.52
   95   70    0   398.52    2.16
   96   70    0   399.36    2.20
   97   70    0   399.71    2.16
   98   70    0   412.06    2.19
   99   70    0   400.41    2.24
  100   70    0   399.03    2.28
  101   70    0   401.65    2.06
  102   70    0   399.56    2.38
  103   70    0   396.79    2.26
  104   70    0   403.31    2.20
  105   70    0   400.86    2.10
  106   70    0   406.43    2.35
  107   70    0   399.19    2.23
  108   70    0   403.75    2.19
  109   70    0   398.88    2.32
  110   70    0   400.89    2.15
  111   70    0   398.52    2.46
  112   70    0   401.27    2.12
  113   70    0   401.35    2.20
  114   70    0   398.76    2.20
  115   70    0   401.19    2.20
  116   70    0   395.49    2.16
  117   70    0   398.42    2.22
  118   70    0   397.56    2.23
  119   70    0   401.05    2.31
  120   70    0   388.23    2.22
  121   70    0   402.20    2.14
  122   70    0   397.58    2.26
  123   70    0   399.99    2.14
  124   70    0   399.05    2.24
  125   70    0   400.38    2.17
  126   70    0   398.97    2.11
  127   70   99     0.00    0.00
    0   71   99     0.00    0.00
    1   71    0   401.10    2.28
    2   71    0   400.26    2.05
    3   71    0   399.16    2.39
    4   71    0   400.11    1.99
    5   71    0   401.98    1.96
    6   71    0   401.55    2.17
    7   71    0   397.57    2.35
    8   71    0   399.47    2.68
    9   71    0   399.51    2.57
   10   71    0   399.93    2.65
   11   71    0   398.50    2.06
   12   71    0   402.97    2.09
   13   71    0   399.66    2.30
   14   71    0   400.26    2.16
   15   71    0   400.57    2.06
   16   71    0   401.04    2.74
   17   71    0   402.16    2.77
   18   71    0   398.97    2.47
   19   71    0   400.41    2.65
   20   71    0   397.96    3.17
   21   71    0   402.38    2.53
   22   71    0   392.92    2.15
   23   71    0   401.13    2.15
   24   71    0   393.48    2.18
   25   71    0   399.24    2.01
   26   71    0   398.22    2.17
   27   71    0   398.29    2.04
   28   71    0   400.58    2.18
   29   71    0   399.30    2.12
   30   71    0   401.70    2.16
   31   71    0   399.07    2.13
   32   71    0   405.49    2.21
   33   71    0   400.97    2.23
   34   71    0   400.05    2.04
   35   71    0   405.90    2.47
   36   71    0   403.57    2.34
   37   71    0   401.57    2.18
   38   71    0   404.18    2.17
   39   71    0   402.39    2.27
   40   71    0   401.37    2.23
   41   71    0   405.93    2.34
   42   71    0   403.10    2.26
   43   71    0   414.64    2.03
   44   71    0   401.70    2.32
   45   71    0   399.59    2.22
   46   71    0   403.45    2.36
   47   71    0   396.72    2.28
   48   71    0   400.76    2.27
   49   71    0   404.12    2.33
   50   71    0   401.71    2.51
   51   71    0   404.63    2.43
   52   71    0   402.10    2.90
   53   71    0   399.90    2.78
   54   71    0   405.79    2.54
   55   71    0   403.19    2.60
   56   71    0   401.09    2.50
   57   71    0   403.00    2.76
   58   71    0   402.89    2.70
   59   71    0   402.11    2.52
   60   71    0   400.85    2.71
   61   71    0   403.05    2.74
   62   71    0   399.51    2.79
   63   71    0   398.70    2.60
   64   71    2   374.80    1.11
   65   71    0   394.46    2.82
   66   71    0   405.59    2.85
   67   71    0   405.29    2.94
   68   71    0   402.31    2.84
   69   71    0   398.36    2.89
   70   71    0   400.20    2.66
   71   71    0   404.74    2.68
   72   71    0   402.52    3.39
   73   71    0   401.42    2.66
   74   71    0   401.03    2.62
   75   71    0   401.54    2.38
   76   71    0   400.06    2.54
   77   71    0   400.19    2.46
   78   71    0   398.21    2.37
   79   71    0   401.69    2.24
   80   71    0   401.82    2.99
   81   71    0   402.71    2.88
   82   71    0   400.31    2.82
   83   71    0   401.43    3.16
   84   71    0   399.40    3.03
   85   71    0   399.03    2.70
   86   71    0   391.74    2.83
   87   71    0   398.29    2.92
   88   71    0   397.17    2.24
   89   71    0   399.98    2.35
   90   71    0   397.94    2.45
   91   71    0   398.79    2.71
   92   71    0   400.75    2.10
   93   71    0   400.69    2.19
   94   71    0   392.76    2.74
   95   71    0   400.33    2.09
   96   71    0   400.85    2.51
   97   71    0   398.47    2.20
   98   71    0   399.73    2.15
   99   71    0   400.86    2.20
  100   71    0   400.84    2.11
  101   71    0   402.01    2.23
  102   71    0   402.00    2.20
  103   71    0   401.94    2.11
  104   71    0   398.87    2.16
  105   71    0   401.19    2.14
  106   71    0   404.75    2.25
  107   71    0   403.25    2.10
  108   71    0   401.26    4.04
  109   71    0   400.21    2.36
  110   71    0   402.46    2.16
  111   71    0   402.99    3.00
  112   71    0   401.14    2.08
  113   71    0   403.53    2.05
  114   71    0   400.31    2.04
  115   71    0   401.13    2.28
  116   71    0   403.11    2.14
  117   71    0   401.23    2.16
  118   71    0   401.42    2.19
  119   71    0   402.99    2.26
  120   71    0   399.47    2.30
  121   71    0   399.24    1.88
  122   71    0   399.86    2.32
  123   71    0   399.63    1.96
  124   71    0   400.39    2.29
  125   71    0   401.03    2.13
  126   71    0   400.01    2.14
  127   71   99     0.00    0.00
    0   72   99     0.00    0.00
    1   72    0   399.86    2.56
    2   72    0   401.04    2.50
    3   72    0   403.15    2.51
    4   72    0   400.22    2.21
    5   72    0   399.01    2.51
    6   72    0   399.55    2.09
    7   72    0   398.87    2.12
    8   72    0   400.33    2.24
    9   72    0   400.10    2.94
   10   72    0   397.52    2.58
   11   72    0   398.90    2.12
   12   72    0   400.72    2.41
   13   72    0   393.48    2.15
   14   72    0   400.36    2.65
   15   72    0   399.47    2.69
   16   72    0   399.68    2.28
   17   72    0   400.08    2.23
   18   72    0   396.96    2.29
   19   72    0   400.66    2.16
   20   72    0   398.53    2.38
   21   72    0   400.52    2.71
   22   72    0   398.96    2.10
   23   72    0   403.62    2.09
   24   72    0   396.00    2.04
   25   72    0   396.62    2.19
   26   72    0   398.75    2.13
   27   72    0   399.54    2.14
   28   72    0   407.13    2.20
   29   72    0   398.33    2.14
   30   72    0   400.05    2.28
   31   72    0   401.00    2.11
   32   72    0   399.29    2.37
   33   72    0   402.00    2.25
   34   72    0   401.90    2.32
   35   72    2   404.05    1.10
   36   72    0   403.75    2.17
   37   72    0   397.26    2.17
   38   72    0   391.49    2.22
   39   72    2   398.85    1.08
   40   72    0   402.78    2.31
   41   72    0   401.47    2.19
   42   72    0   400.49    2.19
   43   72    0   404.18    2.21
   44   72    0   403.18    2.20
   45   72    0   449.35    2.07
   46   72    0   398.10    2.37
   47   72    0   375.73    2.19
   48   72    0   386.75    2.24
   49   72    0   399.63    2.38
   50   72    0   398.01    2.41
   51   72    0   400.42    2.34
   52   72    0   401.48    2.45
   53   72    0   399.57    2.52
   54   72    0   401.07    2.39
   55   72    0   400.56    2.46
   56   72    0   400.80    2.73
   57   72    0   399.39    2.49
   58   72    0   398.62    2.48
   59   72    0   400.04    2.72
   60   72    0   402.61    2.78
   61   72    0   398.13    2.66
   62   72    0   398.75    2.65
   63   72    0   400.47    2.86
   64   72    0   400.34    2.50
   65   72    0   400.09    2.72
   66   72    0   380.91    2.79
   67   72    0   401.57    2.74
   68   72    0   404.01    2.85
   69   72    2   399.30    1.16
   70   72    0   400.90    2.80
   71   72    0   401.70    2.78
   72   72    0   400.56    2.66
   73   72    0   399.22    3.60
   74   72    0   402.52    2.03
   75   72    0   403.94    2.66
   76   72    0   400.73    2.91
   77   72    0   403.13    2.78
   78   72    0   404.14    2.83
   79   72    0   400.68    2.30
   80   72    0   401.30    2.98
   81   72    0   399.30    2.50
   82   72    0   400.20    2.45
   83   72    0   401.08    2.20
   84   72    0   399.30    2.29
   85   72    0   401.89    3.04
   86   72    0   404.89    2.78
   87   72    0   419.90    2.24
   88   72    0   400.77    2.99
   89   72    0   397.98    2.82
   90   72    0   391.32    2.22
   91   72    0   399.17    2.36
   92   72    0   401.24    2.19
   93   72    0   403.07    2.55
   94   72    0   398.12    2.47
   95   72    0   400.16    2.21
   96   72    0   402.09    2.42
   97   72    0   400.84    2.16
   98   72    0   400.02    2.17
   99   72    0   401.70    2.36
  100   72    0   400.97    2.15
  101   72    0   399.45    2.03
  102   72    0   399.19    2.13
  103   72    0   403.09    2.07
  104   72    0   402.46    2.29
  105   72    0   400.10    2.25
  106   72    0   403.30    2.10
  107   72    0   401.83    1.89
  108   72    0   400.42    2.10
  109   72    0   402.79    2.32
  110   72    0   403.23    2.18
  111   72    0   398.77    3.22
  112   72    0   403.76    2.09
  113   72    0   401.79    2.15
  114   72    0   400.03    2.07
  115   72    0   401.26    2.15
  116   72    0   399.86    2.21
  117   72    0   401.24    2.22
  118   72    0   398.54    2.23
  119   72    0   402.78    2.11
  120   72    0   405.46    2.31
  121   72    0   400.14    2.16
  122   72    0   401.96    2.09
  123   72    0   402.07    2.08
  124   72    0   404.82    2.24
  125   72    0   398.72    2.00
  126   72    0   398.62    2.17
  127   72   99     0.00    0.00
    0   73   99     0.00    0.00
    1   73    0   401.48    2.83
    2   73    0   402.56    2.50
    3   73    0   402.63    3.47
    4   73    0   402.02    2.21
    5   73    0   395.46    2.34
    6   73    0   401.02    2.12
    7   73    0   402.45    2.17
    8   73    0   399.31    2.58
    9   73    0   401.29    2.56
