BAC9831 0.996
BAC9834 1.004
BAC9835 1.004
BAC9931 1.074
BAD0490 1.019
BAD0491 1.004
BAD0492 1.019
BAD0493 1.012
BAD0494 1.012
BAD0495 1.019
BAD0502 0.996
BAD0505 0.996
BAD0508 0.996
BAD0513 1.012
BAD0514 1.004
BAD0516 1.004
BAD0517 0.996
BAD0518 0.996
BAD0519 0.996
BAD0520 1.004
BAD0555 1.004
BAD0591 0.964
BAD0605 1.019
BAD0606 1.012
BAD0607 1.019
BAD0619 1.027
BAD0626 1.027
BAD0628 1.019
BAD0629 1.012
BAD0631 0.964
BAD0632 0.972
BAD0645 0.988
BAD0659 0.964
BAD0760 0.972
BAD0928 0.949
BAD0931 0.941
BAD0933 0.949
BAD0934 0.941
BAD0935 0.941
BAD0937 0.941
BAD0938 0.941
BAD0939 0.941
BAD0940 0.941
BAD0941 0.941
BAD0944 0.941
BAD0945 0.941
BAD0950 0.957
BAD0954 0.949
BAD1275 0.972
BAD1277 0.964
BAD1278 0.972
BAD1351 0.949
BAD1352 0.949
BAD1353 0.957
BAD1354 0.949
BAD1355 0.957
BAD1356 0.949
BAD1358 0.949
BAD1459 0.949
BAD1461 0.949
BAD1476 0.941
BAD1477 0.949
BAD1480 0.949
BAC8362 1.012
BAC8554 0.996
BAC8650 0.988
BAC9341 1.004
BAC9426 0.996
BAC9859 0.957
BAD0861 0.996
BAD0862 0.980
BAD1281 0.949
BAD1282 0.949
BAD1287 0.949
BAD1289 0.949
BAD1290 0.949
BAD1292 0.949
BAD1293 0.949
BAD1501 0.972
BAD1549 0.972
BAD1619 0.957
BAD1620 0.964
BAD1659 1.012
BAD1666 1.012
BAD1671 1.012
BAD1672 1.004
BAD1673 1.004
BAD1963 0.949
BAD1971 0.957
BAD1974 0.957
BAD2075 0.957
BAD2090 0.957
BDC0697 0.980
BDC4203 0.957
BDC4207 0.964
BDC4216 0.980
BDC4218 0.980
BDC4221 0.980
BDC4222 0.980
BDC4223 0.988
BDC4226 0.988
BDC4228 0.972
BDC4230 0.980
BDC4240 0.972
BDC4246 0.972
BDC4255 0.980
BDC4261 1.027
BDC4262 1.019
BDC4267 1.004
BDC4269 1.004
BDC4270 1.004
BDC4271 0.996
BDC4272 0.996
BDC4274 0.988
BDC4274 0.988
BDC4278 1.004
BDC4279 0.988
BDC4280 1.012
BDC4282 1.004
BDC4284 1.004
BDC4286 0.996
BDC4287 1.004
BDC4289 1.004
BAD5459 1.004
BAD5551 0.957
BAD5636 0.972
BAD5637 0.980
BAD5638 0.988
BAD5641 0.988
BAD5642 0.988
BAD5645 0.988
BAD5651 0.980
BAD5655 0.996
BAD5656 0.996
BAD5657 0.988
BAD5661 0.996
BAD5662 0.988
BAD5665 0.996
BAD5669 0.996
BAD5689 1.043
BAD5690 1.043
BAD5699 1.051
BAD5702 1.051
BAD5715 1.035
BAD5717 1.043
BAD5719 1.051
BAD5720 1.035
BAD5721 1.035
BAD5722 1.027
BAD5728 1.035
BAD5731 1.035
BAD5736 1.019
BAD5742 1.019
BDC5896 0.949
BDC5900 0.964
BDC5910 0.996
BDC5911 0.980
BDC5912 0.972
BDC5920 1.012
BDC5937 1.027
BDC5945 1.051
BDC5977 0.941
BDC5989 0.957
BDC6049 1.059
BDC6082 0.941
BDC6087 0.949
BDC6088 0.949
BDC6089 0.941
BDC6090 0.941
BDC6091 0.941
BDC6092 0.941
BDC6093 0.941
BDC6113 1.074
BDC6120 1.043
BDC6132 1.043
BHA0328 1.043
BHA0378 1.043
BHA0379 1.051
BHA0428 0.941
BHA0429 0.941
BHA0450 1.043
BHA0451 1.043
BHA0452 1.019
BAD7399 1.066
BAD7563 1.082
BAD7729 1.074
BAD7743 1.074
BAD7792 1.074
BAD7794 1.074
BAD7835 1.066
BAD7836 1.074
BAD7845 1.082
BAD7846 1.066
BAD7851 1.066
BAD7852 1.074
BAD7853 1.074
BAD7855 1.090
BAD7856 1.082
BAD7858 1.066
BAD7870 1.074
BAD7873 1.082
BAD7875 1.090
BAD7878 1.090
BAD7880 1.090
BAD7881 1.090
BAD7882 1.074
BAD7883 1.066
BAD7885 1.074
BDC4370 1.004
BDC5503 1.004
BDC6140 1.027
BDC6141 1.019
BDC6143 1.019
BDC6146 1.004
BDC6149 1.012
BDC6162 1.004
BDC6163 0.996
BDC6166 0.996
BDC6169 0.980
BDC6175 0.988
BDC6191 0.996
BDC6192 0.988
BDC6194 1.019
BDC6195 1.035
BDC6196 1.027
BDC6198 1.035
BDC6200 1.019
BDC6201 1.035
