  58553.6875  55269.9531  58483.1797  80370.4375  100663.328  72117.4609
  74479.5469  76640.6484  78380.1875  79756.3516  80698.0391  80918.1719
  81003.8203  80366.4297  79353.0469  77821.9141  75866.5469  73574.0781
  71015.4609  68322.2109  65488.6875  62427.4609  59176.9766  55872.3125
  59293.0547  81276.5  101375.086  72752.0312  75099.125  77233.2109
  78803.8281  80108.8906  81118.8594  81537.3047  81605.1406  80967.4531
  79756.5  78245.5547  76305.9219  73976.3438  71526.8281  68756.9844
  65895.7031  62775.5469  59524.7656  56242.2188  59761.8203  82013.4922
  101572.359  72846.4375  75136.2344  77172.5  78753.9531  80296.2188
  81148.5469  81687.375  81604.8438  80933.1641  79839.9219  78275.2422
  76338.1328  74096.4297  71598.8203  68867.2734  65945.5781  62864.3125
  59640.9922  56377.4453  59906.5469  82191.4688  100984.398  72476.6797
  74671.3281  76673.3047  78433.4766  79711.375  80631.8359  81110.5469
  81168.2891  80543.8125  79359.4297  77968.4219  76059.2188  73750.125
  71175.4766  68448.2344  65577.4531  62487.1328  59251.7891  56090.2188
  59655.5391  81862.8281  99855.6797  71619.8984  73941.9062  75896.2344
  77460.6172  78676.1719  79611.3281  80072.0781  80134.7188  79534.7344
  78750.0938  77223.5625  75256.3203  73056.9219  70436.8516  67785.0156
  64822.2031  61858.2031  58735.0781  55570.0938  59082.7188  81071.9531
  98115.25  70543.7266  72811.5547  74698.7891  76134.1797  77362.2031
  78150.5547  78696.2109  78765.8281  78297.9531  77367.3984  76039.0312
  74187.2734  71916.7734  69400.1641  66694.  63863.2969  60867.5312
  57810.3125  54823.3047  58058.3516  79802.6641  95932.0312  69088.
  71342.1719  73243.5078  74688.3984  75754.625  76365.7422  76865.2344
  77045.8828  76533.1797  75698.8125  74390.4844  72551.9375  70326.7109
  67960.7656  65318.1328  62639.7266  59739.2578  56707.4219  53760.9375
  56934.6797  78324.8203  93177.7734  67167.8125  69499.3203  71351.375
  72781.8672  73785.0078  74462.7734  74895.7656  74852.5703  74484.2969
  73612.0781  72416.2656  70580.2422  68530.1719  66263.3828  63709.2188
  61060.9453  58372.8906  55436.7969  52539.4453  55467.375  76607.9922
  90387.7422  65102.6016  67421.1953  69069.8906  70424.5312  71436.5781
  72163.0312  72572.125  72516.9062  71969.0234  71173.25  69899.3594
  68292.8203  66276.2969  64152.6016  61890.4141  59258.0234  56525.1406
  53831.8906  50992.875  53854.0078  74507.3047  137720.688  90499.8125
  93467.9688  96008.0312  98272.1484  99779.5312  100863.57  101401.805
  101155.25  100486.539  99117.3516  97322.7422  95204.3906  92423.5625
  89278.4688  85832.0469  82108.7891  78168.8125  74133.5391  70204.8438
  76668.8516  108198.609
